name,review_count,rating,price,category,city,state,zip_code,delivery,pickup,restaurant reservation,vagen_options,street parking,wheelchair accessible,free wi-fi,accepts credit card,accepts apple pay,accepts android pay,outdoor seating,casual dress,good for kids,bike parking,tv,waiter service,full bar,dogs allowed
The Citadel,216,4,2,food_court,Miami,FL,33138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baccano,253,4,2,italian,Miami,FL,33127,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Blvd Baes,197,4.5,2,newamerican,Miami,FL,33138,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1
Lo de Lea,191,4.5,2,argentine,Miami,FL,33138,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
Pilo's Street Tacos,314,4,2,tacos,Miami,FL,33130,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1
Tacos El Carnal,239,4,1,mexican,Miami,FL,33135,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
Subs on the Run,137,4.5,1,sandwiches,Miami,FL,33127,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0
Outback Steakhouse,334,4,2,steak,Miami,FL,33144,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0
Aoki Teppanyaki,516,3.5,2,sushi,Miami,FL,33156,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0
Angelina's Coffee & Juice,361,4,2,coffee,Miami,FL,33137,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
Il Forno Ristorante,303,4,2,italian,Miami,FL,33172,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0
Puroast Coffee,177,4.5,1,coffee,Miami,FL,33130,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1
Latin Cafe 2000,479,3.5,2,latin,Miami,FL,33126,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0
Bistro Cafe,287,4,2,breakfast_brunch,Miami,FL,33132,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1
El Nuevo Siglo Supermarket,124,4.5,1,cuban,Miami,FL,33135,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
B & M Market & Rhoti Shop,141,4.5,1,caribbean,Miami,FL,33138,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
Moshi Moshi - Brickell,317,4,2,japanese,Miami,FL,33129,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0
Gobistro,158,4.5,2,sushi,Miami,FL,33127,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0
Pizza Deli & Company,169,4,2,pizza,Miami,FL,33155,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0
Little Hen,274,4,2,breakfast_brunch,Miami,FL,33137,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
Pinolandia,248,4,1,latin,Miami,FL,33128,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0
Inari Sushi Fusion  Kendall,175,4.5,2,sushi,Miami,FL,33176,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1
Giardino Gourmet Salads,222,4,2,salad,Miami,FL,33176,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
Atelier Monnier Brickell Cafe,256,4,2,bakeries,Miami,FL,33131,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1
Lucia Pizzeria,179,4,2,pizza,Miami,FL,33173,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0
Yambo Restaurant,360,3.5,1,latin,Miami,FL,33135,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0
Harry's Pizzeria - Coconut Grove,339,4,2,pizza,Miami,FL,33133,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1
Sports Grill - Sunset,304,4,2,sportsbars,Miami,FL,33173,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0
Enya Asian Bistro,109,4.5,2,asianfusion,Miami,FL,33133,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0
Foodies,88,4.5,2,hkcafe,Miami,FL,33132,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1
Baby Jane,360,4,2,cocktailbars,Miami,FL,33131,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0
Gringos oyster bar,144,4.5,2,seafood,Miami,FL,33143,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0
Miami Baked,111,4.5,1,desserts,Miami,FL,33183,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
Nothing Bundt Cakes,81,4.5,2,bakeries,Miami,FL,33156,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Grails,138,4.5,2,sportsbars,Miami,FL,33127,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Joanna's Marketplace,177,4,2,delis,Miami,FL,33143,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0
3 Chefs And A Chicken,344,4,1,hotdogs,Miami,FL,33155,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0
Jasmine Sushi & Thai Cuisine,190,4,2,sushi,Miami,FL,33174,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0
Vista,376,4,2,cocktailbars,Miami,FL,33137,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1
Spice N Curry,127,4.5,1,indpak,Miami,FL,33174,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Focal Beer Café,125,4.5,2,beerbar,Miami,FL,33138,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1
Clive's Cafe,183,4.5,2,caribbean,Miami,FL,33127,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
Sports Grill - Kendall,275,4,2,sportsbars,Miami,FL,33176,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0
Daily Bread,201,4,1,mediterranean,Miami,FL,33156,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0
Taikin Asian Cuisine,308,4,2,asianfusion,Miami,FL,33178,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0
Gyroville,294,4,1,greek,Miami,FL,33176,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0
TOA CAFE,124,4.5,2,newamerican,Miami,FL,33133,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0
94th Aero Squadron,417,3.5,3,newamerican,Miami,FL,33126,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0
Lost Boy,127,4.5,2,cocktailbars,Miami,FL,33131,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1
El Bajareque Restaurant,198,4,1,latin,Miami,FL,33127,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0
Cuban Guys,338,4,1,cuban,Miami,FL,33173,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1
Catch Of The Day,484,3.5,2,seafood,Miami,FL,33126,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1
Frankie's Pizza,337,4,2,pizza,Miami,FL,33165,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0
Sergio's Restaurant,672,3.5,2,cuban,Miami,FL,33145,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0
109 Burger Joint,369,3.5,2,burgers,Miami,FL,33174,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0
Shorty's BBQ,471,3.5,2,southern,Miami,FL,33156,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
Moxie's Grill & Bar,172,4.5,2,lounges,Miami,FL,33130,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0
Nostimo Greek Kitchen,115,4.5,2,greek,Miami,FL,33127,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1
Tacomiendo,107,4.5,2,tacos,Miami,FL,33137,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
Namaste Miami,64,5,2,indpak,Miami,FL,33134,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0
Riviera Focacceria Italiana,188,4,2,italian,Miami,FL,33137,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0
Itamae,101,4.5,2,sushi,Miami,FL,33137,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1
Taula Fresh Cut Mediterranean Food,162,4.5,1,mediterranean,Miami,FL,33136,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0
Balan's,602,3.5,2,cocktailbars,Miami,FL,33130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken's Healthy Delights,129,4.5,1,juicebars,Miami,FL,33183,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1
Manna Life Food,155,4.5,2,juicebars,Miami,FL,33132,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1
Secreto Restaurant,207,4,2,italian,Miami,FL,33176,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Toasted Bagelry & Deli,519,3.5,2,bagels,Miami,FL,33130,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0
Hungry Bear Sub Shop,105,4.5,1,sandwiches,Miami,FL,33122,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
Seaspice Brasserie & Lounge,1001,3,3,newamerican,Miami,FL,33128,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1
Don Toston Restaurant,78,4.5,1,cuban,Miami,FL,33142,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
Boxelder Craft Beer Market,148,4,2,beerbar,Miami,FL,33127,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
Taqueria Los Potrillos,87,4.5,2,mexican,Miami,FL,33126,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
Monty's Coconut Grove,883,3,2,seafood,Miami,FL,33133,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1
Mary Coin Laundry & Deli,175,4,1,juicebars,Miami,FL,33133,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
Redfish by Chef Adrianne,305,4,2,seafood,Miami,FL,33156,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
Doral Thai Restaurant,217,4,2,thai,Miami,FL,33122,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0
Latinlite by Fat Busters,74,4.5,1,cuban,Miami,FL,33184,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Joey's,555,3.5,2,italian,Miami,FL,33127,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
Chef Creole Seasoned Kitchen,273,4,2,seafood,Miami,FL,33127,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0
MC Kitchen,344,4,3,italian,Miami,FL,33137,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0
Tani Thai Restaurant,210,4,2,thai,Miami,FL,33156,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
El Floridita Seafood Restaurant - Bird Road,191,4,2,seafood,Miami,FL,33155,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0
House of Food Porn,91,4.5,2,sushi,Miami,FL,33150,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
Bonefish Grill,345,4,2,seafood,Miami,FL,33186,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0
Happea's,64,5,2,hotdogs,Miami,FL,33130,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
Fi'lia,379,3.5,2,italian,Miami,FL,33130,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0
The Sylvester,86,4.5,2,cocktailbars,Miami,FL,33127,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1
Blackbrick Chinese & Dim Sum,554,3.5,2,chinese,Miami,FL,33137,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1
Dr Smood - Wynwood Organic Cafe,184,4,2,coffee,Miami,FL,33127,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
Pieology Pizzeria,300,4,2,pizza,Miami,FL,33174,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0
MO Bar + Lounge,82,4.5,2,lounges,Miami,FL,33131,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
Poke 305,195,4,2,hawaiian,Miami,FL,33130,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1
Tutto Pizza,208,4,2,pizza,Miami,FL,33129,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
Pastelmania Bakery,58,5,1,latin,Miami,FL,33126,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Farofa,113,4.5,1,steak,Miami,FL,33175,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
Romanicos Chocolate,72,4.5,2,chocolate,Miami,FL,33145,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
Casa Juancho,297,3.5,3,spanish,Miami,FL,33135,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0
Lime Fresh Mexican Grill,296,4,1,mexican,Miami,FL,33156,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0
Faraon,67,4.5,2,mideastern,Miami,FL,33166,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0
Boba World,170,4,1,coffee,Miami,FL,33173,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
Piola - Pinecrest,205,4,2,pizza,Miami,FL,33156,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1
Battubelin,133,4.5,2,pizza,Miami,FL,33138,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1
Love 'n Gyros,126,4.5,2,greek,Miami,FL,33127,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1
El Maguey Taquero Mucho,169,4,2,mexican,Miami,FL,33165,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
Cantina La Veinte Miami,690,3.5,3,mexican,Miami,FL,33131,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0
Siam Rice Thai & Sushi Restaurant,302,4,2,japanese,Miami,FL,33138,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0
Vegan Cuban Cuisine,73,4.5,2,restaurants,Miami,FL,33173,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
Asia Grocery,67,4.5,2,grocery,Miami,FL,33155,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Mama Tried,157,4.5,2,pubs,Miami,FL,33132,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
Swagat Indian Kitchen,140,4.5,2,indpak,Miami,FL,33132,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0
Vinos In the Grove,108,4.5,2,wine_bars,Miami,FL,33133,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
El Porton de la Flaca,79,4.5,2,latin,Miami,FL,33172,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0
Fabulous Ice Cream & Cafe,86,4.5,1,icecream,Miami,FL,33183,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0
Giardino Gourmet Salads,153,4,1,salad,Miami,FL,33143,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0
Las Cazuelas,278,4,2,mexican,Miami,FL,33186,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0
dōma,152,4.5,2,italian,Miami,FL,33137,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
'O Munaciello,160,4.5,2,pizza,Miami,FL,33138,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0
King Duck BBQ,87,4.5,2,chinese,Miami,FL,33174,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
La Boulangerie Boul'Mich - Coral Way,329,3.5,2,breakfast_brunch,Miami,FL,33145,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
Coconut Grove Saturday Organic Market,155,4,2,farmersmarket,Miami,FL,33231,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
Baires Grill Brickell,206,4,2,bars,Miami,FL,33130,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1
Tigertail + Mary,243,3.5,2,newamerican,Miami,FL,33133,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1
No 3 Social,281,4,2,lounges,Miami,FL,33127,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
Panther Coffee,172,4,2,coffee,Miami,FL,33133,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0
Arson Miami,108,4.5,2,seafood,Miami,FL,33132,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0
Mr. Wright's Gold Digger Saloon,129,4.5,2,bars,Miami,FL,33137,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
Anthony's Coal Fired Pizza,307,4,2,pizza,Miami,FL,33186,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0
The Green Chicken,58,4.5,2,juicebars,Miami,FL,33174,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1
Sette Osteria-Wynwood,238,4,2,italian,Miami,FL,33127,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
Chuck Wagon Restaurant,231,4,1,tradamerican,Miami,FL,33183,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0
Pueblito Viejo,248,4,2,colombian,Miami,FL,33155,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0
La Glace,40,5,2,icecream,Miami,FL,33134,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
Swan,585,3.5,3,modern_european,Miami,FL,33137,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0
The Corner,243,4,2,cocktailbars,Miami,FL,33136,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0
PEZ,142,4,2,seafood,Miami,FL,33130,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0
Hachidori Ramen,90,4.5,2,ramen,Miami,FL,33138,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0
Guayabitas Eatery,91,4.5,1,salad,Miami,FL,33128,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
Portobello Ristorante,93,4.5,2,italian,Miami,FL,33145,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0
LPM Restaurant & Bar,228,4,4,french,Miami,FL,33131,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
China Express,137,4,1,chinese,Miami,FL,33144,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
Sushi Ko,241,3.5,2,japanese,Miami,FL,33155,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0
Gourmet Gourmet,134,4,2,chinese,Miami,FL,33134,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Sarussi Cafe Subs,126,4,2,sandwiches,Miami,FL,33165,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0
La Latina,364,3.5,1,tapasmallplates,Miami,FL,33137,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1
MOMI Ramen,806,3,2,asianfusion,Miami,FL,33130,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Frudeco,60,5,2,bakeries,Miami,FL,33138,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
grown,484,3.5,2,juicebars,Miami,FL,33143,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1
Metropol Restaurant,113,4.5,2,puertorican,Miami,FL,33172,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0
Honeybee Doughnuts,265,3.5,2,donuts,Miami,FL,33143,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0
Scully's Tavern,264,4,2,sportsbars,Miami,FL,33173,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0
Sakura Sushi Bar,221,3.5,2,sushi,Miami,FL,33144,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0
iBurger,120,4.5,2,newamerican,Miami,FL,33132,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1
Rock That Burger,210,4,1,burgers,Miami,FL,33183,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0
Rice Mediterranean Kitchen,307,3.5,2,mediterranean,Miami,FL,33130,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0
Verde,274,3.5,2,newamerican,Miami,FL,33130,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1
Nusr-Et Steakhouse,697,3,4,steak,Miami,FL,33131,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0
COOP,92,4.5,2,newamerican,Miami,FL,33137,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1
Casa Juan Restaurant,186,4,2,latin,Miami,FL,33126,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
La Fragua Restaurant,90,4.5,2,cuban,Miami,FL,33126,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0
Dale Arepa Bar & Healthy Bistro,86,4.5,1,venezuelan,Miami,FL,33145,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0
The Anderson,229,4,2,cocktailbars,Miami,FL,33138,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0
Black Market Miami,229,4,2,sportsbars,Miami,FL,33131,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0
Mint Leaf Indian Brasserie,340,3.5,2,indpak,Miami,FL,33134,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
Mr Cool Ice Cream Roll,114,4.5,2,icecream,Miami,FL,33174,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
Melinda's,113,4.5,2,bars,Miami,FL,33136,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0
The Cheesecake Factory,643,3,2,desserts,Miami,FL,33156,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0
Gaetano's Pizzeria,106,4.5,1,pizza,Miami,FL,33156,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0
Esotico Miami,192,4,2,cocktailbars,Miami,FL,33132,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
Mojo Donuts,71,4.5,1,donuts,Miami,FL,33146,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
Mi Pueblo,134,4,2,colombian,Miami,FL,33174,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0
Barracuda Taphouse & Grill,155,4,2,bars,Miami,FL,33133,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
La Colina Comidas Rapidas,119,4.5,1,hotdogs,Miami,FL,33174,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
Spris Artisan Pizza,220,4,2,pizza,Miami,FL,33127,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1
Aficionados Liquor Store Gastrobar,123,4,2,bars,Miami,FL,33131,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0
La Crepe Bistro,122,4,2,french,Miami,FL,33143,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0
Shinju Japanese Buffet,327,3.5,2,japanese,Miami,FL,33173,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
DaTangZhenWei,244,4,3,chinese,Miami,FL,33131,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0
Unseen Creatures Brewing,49,4.5,2,breweries,Miami,FL,33155,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1
Casablanca Seafood Bar & Grill,512,3.5,3,seafoodmarkets,Miami,FL,33128,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0
Sagrado Cafe,209,4,2,coffee,Miami,FL,33132,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1
Cake Lounge Miami,84,4.5,3,bakeries,Miami,FL,33145,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
Marion,387,3.5,3,bars,Miami,FL,33130,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0
Cloud 9 Bakery,60,4.5,1,bakeries,Miami,FL,33156,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Duffy's Sports Grill,406,3.5,2,sportsbars,Miami,FL,33183,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0
El Toro Loco Churrascaria Pinecrest Food Truck,120,4,2,foodtrucks,Miami,FL,33143,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0
Spritz Pizzeria,208,3.5,2,pizza,Miami,FL,33134,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
Rincon Porteño,74,4.5,2,argentine,Miami,FL,33184,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0
Novecento - Brickell,414,3.5,2,argentine,Miami,FL,33131,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
Canton Palace Chinese Restaurant,163,4,2,dimsum,Miami,FL,33144,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
Sala'o Cuban Restaurant & Bar,189,4,2,seafood,Miami,FL,33135,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1
Sugar,567,3,3,cocktailbars,Miami,FL,33131,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0
Lotus Garden,144,4,2,thai,Miami,FL,33134,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
Ali's Sweet Treats,139,4,2,bakeries,Miami,FL,33183,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Long Gong Restaurant,73,4.5,2,chinese,Miami,FL,33184,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0
Rosies,56,4.5,2,breakfast_brunch,Miami,FL,33128,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1
Papo Llega Y Pon,117,4,1,cuban,Miami,FL,33125,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
East Thai and Noodle House,140,4,2,noodles,Miami,FL,33143,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1
Hiden,48,5,4,japanese,Miami,FL,33127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Hideout Café by Team Vinchay,76,4.5,2,coffee,Miami,FL,33137,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
Pina's Pizza,135,4.5,1,pizza,Miami,FL,33186,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0
Graziano's in Brickell,234,4,2,argentine,Miami,FL,33130,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0
El Atlakat,231,3.5,2,breakfast_brunch,Miami,FL,33165,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0
